Date,Country/Region,Province/State,Lat,Long,Confirmed,Recovered,Deaths
3/5/20,Albania,,41.1533,20.1683,0,0,0
3/6/20,Albania,,41.1533,20.1683,0,0,0
3/7/20,Albania,,41.1533,20.1683,0,0,0
3/8/20,Albania,,41.1533,20.1683,0,0,0
3/9/20,Albania,,41.1533,20.1683,2,0,0
3/10/20,Albania,,41.1533,20.1683,10,0,0
3/11/20,Albania,,41.1533,20.1683,12,0,1
3/12/20,Albania,,41.1533,20.1683,23,0,1
3/13/20,Albania,,41.1533,20.1683,33,0,1
3/14/20,Albania,,41.1533,20.1683,38,0,1
3/15/20,Albania,,41.1533,20.1683,42,0,1
3/16/20,Albania,,41.1533,20.1683,51,0,1
3/17/20,Albania,,41.1533,20.1683,55,0,1
3/18/20,Albania,,41.1533,20.1683,59,0,2
3/19/20,Albania,,41.1533,20.1683,64,0,2
3/20/20,Albania,,41.1533,20.1683,70,0,2
3/21/20,Albania,,41.1533,20.1683,76,2,2
3/22/20,Albania,,41.1533,20.1683,89,2,2
3/23/20,Albania,,41.1533,20.1683,104,2,4
1/22/20,Algeria,,28.0339,1.6596,0,0,0
1/23/20,Algeria,,28.0339,1.6596,0,0,0
1/24/20,Algeria,,28.0339,1.6596,0,0,0
1/25/20,Algeria,,28.0339,1.6596,0,0,0
1/26/20,Algeria,,28.0339,1.6596,0,0,0
1/27/20,Algeria,,28.0339,1.6596,0,0,0
1/28/20,Algeria,,28.0339,1.6596,0,0,0
1/29/20,Algeria,,28.0339,1.6596,0,0,0
1/30/20,Algeria,,28.0339,1.6596,0,0,0
1/31/20,Algeria,,28.0339,1.6596,0,0,0
2/1/20,Algeria,,28.0339,1.6596,0,0,0
2/2/20,Algeria,,28.0339,1.6596,0,0,0
2/3/20,Algeria,,28.0339,1.6596,0,0,0
2/4/20,Algeria,,28.0339,1.6596,0,0,0
2/5/20,Algeria,,28.0339,1.6596,0,0,0
2/6/20,Algeria,,28.0339,1.6596,0,0,0
2/7/20,Algeria,,28.0339,1.6596,0,0,0
2/8/20,Algeria,,28.0339,1.6596,0,0,0
2/9/20,Algeria,,28.0339,1.6596,0,0,0
2/10/20,Algeria,,28.0339,1.6596,0,0,0
2/11/20,Algeria,,28.0339,1.6596,0,0,0
2/12/20,Algeria,,28.0339,1.6596,0,0,0
2/13/20,Algeria,,28.0339,1.6596,0,0,0
2/14/20,Algeria,,28.0339,1.6596,0,0,0
2/15/20,Algeria,,28.0339,1.6596,0,0,0
2/16/20,Algeria,,28.0339,1.6596,0,0,0
2/17/20,Algeria,,28.0339,1.6596,0,0,0
2/18/20,Algeria,,28.0339,1.6596,0,0,0
2/19/20,Algeria,,28.0339,1.6596,0,0,0
2/20/20,Algeria,,28.0339,1.6596,0,0,0
2/21/20,Algeria,,28.0339,1.6596,0,0,0
2/22/20,Algeria,,28.0339,1.6596,0,0,0
2/23/20,Algeria,,28.0339,1.6596,0,0,0
2/24/20,Algeria,,28.0339,1.6596,0,0,0
2/25/20,Algeria,,28.0339,1.6596,1,0,0
2/26/20,Algeria,,28.0339,1.6596,1,0,0
2/27/20,Algeria,,28.0339,1.6596,1,0,0
2/28/20,Algeria,,28.0339,1.6596,1,0,0
2/29/20,Algeria,,28.0339,1.6596,1,0,0
3/1/20,Algeria,,28.0339,1.6596,1,0,0
3/2/20,Algeria,,28.0339,1.6596,3,0,0
3/3/20,Algeria,,28.0339,1.6596,5,0,0
3/4/20,Algeria,,28.0339,1.6596,12,0,0
3/5/20,Algeria,,28.0339,1.6596,12,0,0
3/6/20,Algeria,,28.0339,1.6596,17,0,0
3/7/20,Algeria,,28.0339,1.6596,17,0,0
3/8/20,Algeria,,28.0339,1.6596,19,0,0
3/9/20,Algeria,,28.0339,1.6596,20,0,0
3/10/20,Algeria,,28.0339,1.6596,20,0,0
3/11/20,Algeria,,28.0339,1.6596,20,0,0
3/12/20,Algeria,,28.0339,1.6596,24,8,1
3/13/20,Algeria,,28.0339,1.6596,26,8,2
3/14/20,Algeria,,28.0339,1.6596,37,12,3
3/15/20,Algeria,,28.0339,1.6596,48,12,4
3/16/20,Algeria,,28.0339,1.6596,54,12,4
3/17/20,Algeria,,28.0339,1.6596,60,12,4
3/18/20,Algeria,,28.0339,1.6596,74,12,7
3/19/20,Algeria,,28.0339,1.6596,87,32,9
3/20/20,Algeria,,28.0339,1.6596,90,32,11
3/21/20,Algeria,,28.0339,1.6596,139,32,15
3/22/20,Algeria,,28.0339,1.6596,201,65,17
3/23/20,Algeria,,28.0339,1.6596,230,65,17
1/22/20,Andorra,,42.5063,1.5218,0,0,0
1/23/20,Andorra,,42.5063,1.5218,0,0,0
1/24/20,Andorra,,42.5063,1.5218,0,0,0
1/25/20,Andorra,,42.5063,1.5218,0,0,0
1/26/20,Andorra,,42.5063,1.5218,0,0,0
1/27/20,Andorra,,42.5063,1.5218,0,0,0
1/28/20,Andorra,,42.5063,1.5218,0,0,0
1/29/20,Andorra,,42.5063,1.5218,0,0,0
1/30/20,Andorra,,42.5063,1.5218,0,0,0
1/31/20,Andorra,,42.5063,1.5218,0,0,0
2/1/20,Andorra,,42.5063,1.5218,0,0,0
2/2/20,Andorra,,42.5063,1.5218,0,0,0
2/3/20,Andorra,,42.5063,1.5218,0,0,0
2/4/20,Andorra,,42.5063,1.5218,0,0,0
2/5/20,Andorra,,42.5063,1.5218,0,0,0
2/6/20,Andorra,,42.5063,1.5218,0,0,0
2/7/20,Andorra,,42.5063,1.5218,0,0,0
2/8/20,Andorra,,42.5063,1.5218,0,0,0
2/9/20,Andorra,,42.5063,1.5218,0,0,0
2/10/20,Andorra,,42.5063,1.5218,0,0,0
2/11/20,Andorra,,42.5063,1.5218,0,0,0
2/12/20,Andorra,,42.5063,1.5218,0,0,0
2/13/20,Andorra,,42.5063,1.5218,0,0,0
2/14/20,Andorra,,42.5063,1.5218,0,0,0
2/15/20,Andorra,,42.5063,1.5218,0,0,0
2/16/20,Andorra,,42.5063,1.5218,0,0,0
2/17/20,Andorra,,42.5063,1.5218,0,0,0
2/18/20,Andorra,,42.5063,1.5218,0,0,0
2/19/20,Andorra,,42.5063,1.5218,0,0,0
2/20/20,Andorra,,42.5063,1.5218,0,0,0
2/21/20,Andorra,,42.5063,1.5218,0,0,0
2/22/20,Andorra,,42.5063,1.5218,0,0,0
2/23/20,Andorra,,42.5063,1.5218,0,0,0
2/24/20,Andorra,,42.5063,1.5218,0,0,0
2/25/20,Andorra,,42.5063,1.5218,0,0,0
2/26/20,Andorra,,42.5063,1.5218,0,0,0
2/27/20,Andorra,,42.5063,1.5218,0,0,0
2/28/20,Andorra,,42.5063,1.5218,0,0,0
2/29/20,Andorra,,42.5063,1.5218,0,0,0
3/1/20,Andorra,,42.5063,1.5218,0,0,0
3/2/20,Andorra,,42.5063,1.5218,1,0,0
3/3/20,Andorra,,42.5063,1.5218,1,0,0
3/4/20,Andorra,,42.5063,1.5218,1,0,0
3/5/20,Andorra,,42.5063,1.5218,1,0,0
3/6/20,Andorra,,42.5063,1.5218,1,0,0
3/7/20,Andorra,,42.5063,1.5218,1,0,0
3/8/20,Andorra,,42.5063,1.5218,1,0,0
3/9/20,Andorra,,42.5063,1.5218,1,0,0
3/10/20,Andorra,,42.5063,1.5218,1,0,0
3/11/20,Andorra,,42.5063,1.5218,1,0,0
3/12/20,Andorra,,42.5063,1.5218,1,1,0
3/13/20,Andorra,,42.5063,1.5218,1,0,0
3/14/20,Andorra,,42.5063,1.5218,1,1,0
3/15/20,Andorra,,42.5063,1.5218,1,1,0
3/16/20,Andorra,,42.5063,1.5218,2,1,0
3/17/20,Andorra,,42.5063,1.5218,39,1,0
3/18/20,Andorra,,42.5063,1.5218,39,1,0
3/19/20,Andorra,,42.5063,1.5218,53,1,0
3/20/20,Andorra,,42.5063,1.5218,75,1,0
3/21/20,Andorra,,42.5063,1.5218,88,1,0
3/22/20,Andorra,,42.5063,1.5218,113,1,1
3/23/20,Andorra,,42.5063,1.5218,133,1,1
1/22/20,Angola,,-11.2027,17.8739,0,0,0
1/23/20,Angola,,-11.2027,17.8739,0,0,0
1/24/20,Angola,,-11.2027,17.8739,0,0,0
1/25/20,Angola,,-11.2027,17.8739,0,0,0
1/26/20,Angola,,-11.2027,17.8739,0,0,0
1/27/20,Angola,,-11.2027,17.8739,0,0,0
1/28/20,Angola,,-11.2027,17.8739,0,0,0
1/29/20,Angola,,-11.2027,17.8739,0,0,0
1/30/20,Angola,,-11.2027,17.8739,0,0,0
1/31/20,Angola,,-11.2027,17.8739,0,0,0
2/1/20,Angola,,-11.2027,17.8739,0,0,0
2/2/20,Angola,,-11.2027,17.8739,0,0,0
2/3/20,Angola,,-11.2027,17.8739,0,0,0
2/4/20,Angola,,-11.2027,17.8739,0,0,0
2/5/20,Angola,,-11.2027,17.8739,0,0,0
2/6/20,Angola,,-11.2027,17.8739,0,0,0
2/7/20,Angola,,-11.2027,17.8739,0,0,0
2/8/20,Angola,,-11.2027,17.8739,0,0,0
2/9/20,Angola,,-11.2027,17.8739,0,0,0
2/10/20,Angola,,-11.2027,17.8739,0,0,0
2/11/20,Angola,,-11.2027,17.8739,0,0,0
2/12/20,Angola,,-11.2027,17.8739,0,0,0
2/13/20,Angola,,-11.2027,17.8739,0,0,0
2/14/20,Angola,,-11.2027,17.8739,0,0,0
2/15/20,Angola,,-11.2027,17.8739,0,0,0
2/16/20,Angola,,-11.2027,17.8739,0,0,0
2/17/20,Angola,,-11.2027,17.8739,0,0,0
2/18/20,Angola,,-11.2027,17.8739,0,0,0
2/19/20,Angola,,-11.2027,17.8739,0,0,0
2/20/20,Angola,,-11.2027,17.8739,0,0,0
2/21/20,Angola,,-11.2027,17.8739,0,0,0
2/22/20,Angola,,-11.2027,17.8739,0,0,0
2/23/20,Angola,,-11.2027,17.8739,0,0,0
2/24/20,Angola,,-11.2027,17.8739,0,0,0
2/25/20,Angola,,-11.2027,17.8739,0,0,0
2/26/20,Angola,,-11.2027,17.8739,0,0,0
2/27/20,Angola,,-11.2027,17.8739,0,0,0
2/28/20,Angola,,-11.2027,17.8739,0,0,0
2/29/20,Angola,,-11.2027,17.8739,0,0,0
3/1/20,Angola,,-11.2027,17.8739,0,0,0
3/2/20,Angola,,-11.2027,17.8739,0,0,0
3/3/20,Angola,,-11.2027,17.8739,0,0,0
3/4/20,Angola,,-11.2027,17.8739,0,0,0
3/5/20,Angola,,-11.2027,17.8739,0,0,0
3/6/20,Angola,,-11.2027,17.8739,0,0,0
3/7/20,Angola,,-11.2027,17.8739,0,0,0
3/8/20,Angola,,-11.2027,17.8739,0,0,0
3/9/20,Angola,,-11.2027,17.8739,0,0,0
3/10/20,Angola,,-11.2027,17.8739,0,0,0
3/11/20,Angola,,-11.2027,17.8739,0,0,0
3/12/20,Angola,,-11.2027,17.8739,0,0,0
3/13/20,Angola,,-11.2027,17.8739,0,0,0
3/14/20,Angola,,-11.2027,17.8739,0,0,0
3/15/20,Angola,,-11.2027,17.8739,0,0,0
3/16/20,Angola,,-11.2027,17.8739,0,0,0
3/17/20,Angola,,-11.2027,17.8739,0,0,0
3/18/20,Angola,,-11.2027,17.8739,0,0,0
3/19/20,Angola,,-11.2027,17.8739,0,0,0
3/20/20,Angola,,-11.2027,17.8739,1,0,0
3/21/20,Angola,,-11.2027,17.8739,2,0,0
3/22/20,Angola,,-11.2027,17.8739,2,0,0
3/23/20,Angola,,-11.2027,17.8739,3,0,0
1/22/20,Antigua and Barbuda,,17.0608,-61.7964,0,0,0
1/23/20,Antigua and Barbuda,,17.0608,-61.7964,0,0,0
1/24/20,Antigua and Barbuda,,17.0608,-61.7964,0,0,0
1/25/20,Antigua and Barbuda,,17.0608,-61.7964,0,0,0
1/26/20,Antigua and Barbuda,,17.0608,-61.7964,0,0,0
1/27/20,Antigua and Barbuda,,17.0608,-61.7964,0,0,0
1/28/20,Antigua and Barbuda,,17.0608,-61.7964,0,0,0
1/29/20,Antigua and Barbuda,,17.0608,-61.7964,0,0,0
1/30/20,Antigua and Barbuda,,17.0608,-61.7964,0,0,0
1/31/20,Antigua and Barbuda,,17.0608,-61.7964,0,0,0
2/1/20,Antigua and Barbuda,,17.0608,-61.7964,0,0,0
2/2/20,Antigua and Barbuda,,17.0608,-61.7964,0,0,0
2/3/20,Antigua and Barbuda,,17.0608,-61.7964,0,0,0
2/4/20,Antigua and Barbuda,,17.0608,-61.7964,0,0,0
2/5/20,Antigua and Barbuda,,17.0608,-61.7964,0,0,0
2/6/20,Antigua and Barbuda,,17.0608,-61.7964,0,0,0
2/7/20,Antigua and Barbuda,,17.0608,-61.7964,0,0,0
2/8/20,Antigua and Barbuda,,17.0608,-61.7964,0,0,0
2/9/20,Antigua and Barbuda,,17.0608,-61.7964,0,0,0
2/10/20,Antigua and Barbuda,,17.0608,-61.7964,0,0,0
2/11/20,Antigua and Barbuda,,17.0608,-61.7964,0,0,0
2/12/20,Antigua and Barbuda,,17.0608,-61.7964,0,0,0
2/13/20,Antigua and Barbuda,,17.0608,-61.7964,0,0,0
2/14/20,Antigua and Barbuda,,17.0608,-61.7964,0,0,0
2/15/20,Antigua and Barbuda,,17.0608,-61.7964,0,0,0
2/16/20,Antigua and Barbuda,,17.0608,-61.7964,0,0,0
2/17/20,Antigua and Barbuda,,17.0608,-61.7964,0,0,0
2/18/20,Antigua and Barbuda,,17.0608,-61.7964,0,0,0
2/19/20,Antigua and Barbuda,,17.0608,-61.7964,0,0,0
2/20/20,Antigua and Barbuda,,17.0608,-61.7964,0,0,0
2/21/20,Antigua and Barbuda,,17.0608,-61.7964,0,0,0
2/22/20,Antigua and Barbuda,,17.0608,-61.7964,0,0,0
2/23/20,Antigua and Barbuda,,17.0608,-61.7964,0,0,0
2/24/20,Antigua and Barbuda,,17.0608,-61.7964,0,0,0
2/25/20,Antigua and Barbuda,,17.0608,-61.7964,0,0,0
2/26/20,Antigua and Barbuda,,17.0608,-61.7964,0,0,0
2/27/20,Antigua and Barbuda,,17.0608,-61.7964,0,0,0
2/28/20,Antigua and Barbuda,,17.0608,-61.7964,0,0,0
2/29/20,Antigua and Barbuda,,17.0608,-61.7964,0,0,0
3/1/20,Antigua and Barbuda,,17.0608,-61.7964,0,0,0
3/2/20,Antigua and Barbuda,,17.0608,-61.7964,0,0,0
3/3/20,Antigua and Barbuda,,17.0608,-61.7964,0,0,0
3/4/20,Antigua and Barbuda,,17.0608,-61.7964,0,0,0
3/5/20,Antigua and Barbuda,,17.0608,-61.7964,0,0,0
3/6/20,Antigua and Barbuda,,17.0608,-61.7964,0,0,0
3/7/20,Antigua and Barbuda,,17.0608,-61.7964,0,0,0
3/8/20,Antigua and Barbuda,,17.0608,-61.7964,0,0,0
3/9/20,Antigua and Barbuda,,17.0608,-61.7964,0,0,0
3/10/20,Antigua and Barbuda,,17.0608,-61.7964,0,0,0
3/11/20,Antigua and Barbuda,,17.0608,-61.7964,0,0,0
3/12/20,Antigua and Barbuda,,17.0608,-61.7964,0,0,0
3/13/20,Antigua and Barbuda,,17.0608,-61.7964,1,0,0
3/14/20,Antigua and Barbuda,,17.0608,-61.7964,1,0,0
3/15/20,Antigua and Barbuda,,17.0608,-61.7964,1,0,0
3/16/20,Antigua and Barbuda,,17.0608,-61.7964,1,0,0
3/17/20,Antigua and Barbuda,,17.0608,-61.7964,1,0,0
3/18/20,Antigua and Barbuda,,17.0608,-61.7964,1,0,0
3/19/20,Antigua and Barbuda,,17.0608,-61.7964,1,0,0
3/20/20,Antigua and Barbuda,,17.0608,-61.7964,1,0,0
3/21/20,Antigua and Barbuda,,17.0608,-61.7964,1,0,0
3/22/20,Antigua and Barbuda,,17.0608,-61.7964,1,0,0
3/23/20,Antigua and Barbuda,,17.0608,-61.7964,3,0,0
1/22/20,Argentina,,-38.4161,-63.6167,0,0,0
1/23/20,Argentina,,-38.4161,-63.6167,0,0,0
1/24/20,Argentina,,-38.4161,-63.6167,0,0,0
1/25/20,Argentina,,-38.4161,-63.6167,0,0,0
1/26/20,Argentina,,-38.4161,-63.6167,0,0,0
1/27/20,Argentina,,-38.4161,-63.6167,0,0,0
1/28/20,Argentina,,-38.4161,-63.6167,0,0,0
1/29/20,Argentina,,-38.4161,-63.6167,0,0,0
1/30/20,Argentina,,-38.4161,-63.6167,0,0,0
1/31/20,Argentina,,-38.4161,-63.6167,0,0,0
2/1/20,Argentina,,-38.4161,-63.6167,0,0,0
2/2/20,Argentina,,-38.4161,-63.6167,0,0,0
2/3/20,Argentina,,-38.4161,-63.6167,0,0,0
2/4/20,Argentina,,-38.4161,-63.6167,0,0,0
2/5/20,Argentina,,-38.4161,-63.6167,0,0,0
2/6/20,Argentina,,-38.4161,-63.6167,0,0,0
2/7/20,Argentina,,-38.4161,-63.6167,0,0,0
2/8/20,Argentina,,-38.4161,-63.6167,0,0,0
2/9/20,Argentina,,-38.4161,-63.6167,0,0,0
2/10/20,Argentina,,-38.4161,-63.6167,0,0,0
2/11/20,Argentina,,-38.4161,-63.6167,0,0,0
2/12/20,Argentina,,-38.4161,-63.6167,0,0,0
2/13/20,Argentina,,-38.4161,-63.6167,0,0,0
2/14/20,Argentina,,-38.4161,-63.6167,0,0,0
2/15/20,Argentina,,-38.4161,-63.6167,0,0,0
2/16/20,Argentina,,-38.4161,-63.6167,0,0,0
2/17/20,Argentina,,-38.4161,-63.6167,0,0,0
2/18/20,Argentina,,-38.4161,-63.6167,0,0,0
2/19/20,Argentina,,-38.4161,-63.6167,0,0,0
2/20/20,Argentina,,-38.4161,-63.6167,0,0,0
2/21/20,Argentina,,-38.4161,-63.6167,0,0,0
2/22/20,Argentina,,-38.4161,-63.6167,0,0,0
2/23/20,Argentina,,-38.4161,-63.6167,0,0,0
2/24/20,Argentina,,-38.4161,-63.6167,0,0,0
2/25/20,Argentina,,-38.4161,-63.6167,0,0,0
2/26/20,Argentina,,-38.4161,-63.6167,0,0,0
2/27/20,Argentina,,-38.4161,-63.6167,0,0,0
2/28/20,Argentina,,-38.4161,-63.6167,0,0,0
2/29/20,Argentina,,-38.4161,-63.6167,0,0,0
3/1/20,Argentina,,-38.4161,-63.6167,0,0,0
3/2/20,Argentina,,-38.4161,-63.6167,0,0,0
3/3/20,Argentina,,-38.4161,-63.6167,1,0,0
3/4/20,Argentina,,-38.4161,-63.6167,1,0,0
3/5/20,Argentina,,-38.4161,-63.6167,1,0,0
3/6/20,Argentina,,-38.4161,-63.6167,2,0,0
3/7/20,Argentina,,-38.4161,-63.6167,8,0,0
3/8/20,Argentina,,-38.4161,-63.6167,12,0,1
3/9/20,Argentina,,-38.4161,-63.6167,12,0,1
3/10/20,Argentina,,-38.4161,-63.6167,17,0,1
3/11/20,Argentina,,-38.4161,-63.6167,19,0,1
3/12/20,Argentina,,-38.4161,-63.6167,19,0,1
3/13/20,Argentina,,-38.4161,-63.6167,31,0,2
3/14/20,Argentina,,-38.4161,-63.6167,34,1,2
3/15/20,Argentina,,-38.4161,-63.6167,45,1,2
3/16/20,Argentina,,-38.4161,-63.6167,56,1,2
3/17/20,Argentina,,-38.4161,-63.6167,68,3,2
3/18/20,Argentina,,-38.4161,-63.6167,79,3,2
3/19/20,Argentina,,-38.4161,-63.6167,97,3,3
3/20/20,Argentina,,-38.4161,-63.6167,128,3,3
3/21/20,Argentina,,-38.4161,-63.6167,158,3,4
3/22/20,Argentina,,-38.4161,-63.6167,266,3,4
3/23/20,Argentina,,-38.4161,-63.6167,301,3,4
1/22/20,Armenia,,40.0691,45.0382,0,0,0
1/23/20,Armenia,,40.0691,45.0382,0,0,0
1/24/20,Armenia,,40.0691,45.0382,0,0,0
1/25/20,Armenia,,40.0691,45.0382,0,0,0
1/26/20,Armenia,,40.0691,45.0382,0,0,0
1/27/20,Armenia,,40.0691,45.0382,0,0,0
1/28/20,Armenia,,40.0691,45.0382,0,0,0
1/29/20,Armenia,,40.0691,45.0382,0,0,0
1/30/20,Armenia,,40.0691,45.0382,0,0,0
1/31/20,Armenia,,40.0691,45.0382,0,0,0
2/1/20,Armenia,,40.0691,45.0382,0,0,0
2/2/20,Armenia,,40.0691,45.0382,0,0,0
2/3/20,Armenia,,40.0691,45.0382,0,0,0
2/4/20,Armenia,,40.0691,45.0382,0,0,0
2/5/20,Armenia,,40.0691,45.0382,0,0,0
2/6/20,Armenia,,40.0691,45.0382,0,0,0
2/7/20,Armenia,,40.0691,45.0382,0,0,0
2/8/20,Armenia,,40.0691,45.0382,0,0,0
2/9/20,Armenia,,40.0691,45.0382,0,0,0
2/10/20,Armenia,,40.0691,45.0382,0,0,0
2/11/20,Armenia,,40.0691,45.0382,0,0,0
2/12/20,Armenia,,40.0691,45.0382,0,0,0
2/13/20,Armenia,,40.0691,45.0382,0,0,0
2/14/20,Armenia,,40.0691,45.0382,0,0,0
2/15/20,Armenia,,40.0691,45.0382,0,0,0
2/16/20,Armenia,,40.0691,45.0382,0,0,0
2/17/20,Armenia,,40.0691,45.0382,0,0,0
2/18/20,Armenia,,40.0691,45.0382,0,0,0
2/19/20,Armenia,,40.0691,45.0382,0,0,0
2/20/20,Armenia,,40.0691,45.0382,0,0,0
2/21/20,Armenia,,40.0691,45.0382,0,0,0
2/22/20,Armenia,,40.0691,45.0382,0,0,0
2/23/20,Armenia,,40.0691,45.0382,0,0,0
2/24/20,Armenia,,40.0691,45.0382,0,0,0
2/25/20,Armenia,,40.0691,45.0382,0,0,0
2/26/20,Armenia,,40.0691,45.0382,0,0,0
2/27/20,Armenia,,40.0691,45.0382,0,0,0
2/28/20,Armenia,,40.0691,45.0382,0,0,0
2/29/20,Armenia,,40.0691,45.0382,0,0,0
3/1/20,Armenia,,40.0691,45.0382,1,0,0
3/2/20,Armenia,,40.0691,45.0382,1,0,0
3/3/20,Armenia,,40.0691,45.0382,1,0,0
3/4/20,Armenia,,40.0691,45.0382,1,0,0
3/5/20,Armenia,,40.0691,45.0382,1,0,0
3/6/20,Armenia,,40.0691,45.0382,1,0,0
3/7/20,Armenia,,40.0691,45.0382,1,0,0
3/8/20,Armenia,,40.0691,45.0382,1,0,0
3/9/20,Armenia,,40.0691,45.0382,1,0,0
3/10/20,Armenia,,40.0691,45.0382,1,0,0
3/11/20,Armenia,,40.0691,45.0382,1,0,0
3/12/20,Armenia,,40.0691,45.0382,4,0,0
3/13/20,Armenia,,40.0691,45.0382,8,0,0
3/14/20,Armenia,,40.0691,45.0382,18,0,0
3/15/20,Armenia,,40.0691,45.0382,26,0,0
